ticket_id,created_date,channel,category,customer_segment,region,agent,resolution_hours,status,csat_score
102433,2026-04-01,App,Booking Change,Leisure,Medan,A08,4.6,Open,
102434,2026-04-01,App,Loyalty/Account,Business,Jakarta,A05,7.1,Resolved,1
102435,2026-04-01,WhatsApp,Flight Delay,Corporate,Jakarta,A07,9.9,Resolved,2
102436,2026-04-01,App,Loyalty/Account,First-time,Medan,A09,4.6,Open,
102437,2026-04-01,Email,Flight Delay,Corporate,Medan,A08,21.4,Open,
102438,2026-04-01,App,Refund Request,First-time,Surabaya,A10,23.0,Resolved,5
102439,2026-04-01,Call Center,Refund Request,Corporate,Makassar,A13,30.8,Resolved,5
102440,2026-04-01,WhatsApp,Flight Delay,Business,Bali,A13,8.3,Resolved,5
102441,2026-04-02,Email,Refund Request,Corporate,Makassar,A03,23.9,Resolved,5
102442,2026-04-02,Call Center,Loyalty/Account,Leisure,Jakarta,A03,4.2,Resolved,2
102443,2026-04-02,Call Center,Baggage Issue,Corporate,Makassar,A05,16.5,Resolved,5
102444,2026-04-02,Email,Loyalty/Account,Leisure,Makassar,A10,3.3,Resolved,4
102445,2026-04-02,Web,Cancellation,First-time,Surabaya,A12,7.2,Resolved,4
102446,2026-04-02,Web,Cancellation,Corporate,Surabaya,A09,16.9,Resolved,5
102447,2026-04-02,Web,Booking Change,Corporate,Medan,A15,5.5,Resolved,5
102448,2026-04-02,Web,Refund Request,Business,Jakarta,A02,33.1,Resolved,2
102449,2026-04-02,App,Complaint,First-time,Medan,A06,31.5,Resolved,2
102450,2026-04-02,Call Center,Refund Request,Corporate,Medan,A13,28.8,Resolved,4
102451,2026-04-02,Web,Loyalty/Account,Corporate,Bali,A06,5.7,Resolved,1
102452,2026-04-02,WhatsApp,Refund Request,First-time,Makassar,A07,27.4,Resolved,5
102453,2026-04-02,App,Booking Change,Corporate,Surabaya,A03,4.7,Resolved,2
102454,2026-04-02,App,Baggage Issue,Corporate,Makassar,A14,23.8,Resolved,2
102455,2026-04-02,WhatsApp,Baggage Issue,Corporate,Bali,A07,6.9,Resolved,4
102456,2026-04-02,Web,Refund Request,First-time,Bali,A04,43.9,Resolved,2
102457,2026-04-02,Email,Loyalty/Account,Corporate,Surabaya,A02,5.2,Resolved,1
102458,2026-04-02,Web,Baggage Issue,Business,Surabaya,A07,15.6,Resolved,5
102459,2026-04-02,App,Refund Request,Corporate,Surabaya,A08,22.3,Resolved,5
102460,2026-04-02,WhatsApp,Loyalty/Account,Leisure,Jakarta,A11,3.5,Resolved,5
102461,2026-04-02,Web,Loyalty/Account,Corporate,Surabaya,A15,5.1,Resolved,5
102462,2026-04-02,Web,Loyalty/Account,Corporate,Bali,A04,5.1,Resolved,1
102463,2026-04-02,WhatsApp,Refund Request,Business,Medan,A13,20.8,Resolved,2
102464,2026-04-02,Web,Flight Delay,Leisure,Medan,A11,12.9,Resolved,1
102465,2026-04-02,Email,Loyalty/Account,Leisure,Makassar,A13,2.6,Resolved,2
102466,2026-04-02,Email,Flight Delay,Business,Makassar,A07,18.6,Resolved,4
102467,2026-04-02,Call Center,Booking Change,Leisure,Jakarta,A15,10.2,Resolved,2
102468,2026-04-03,App,Complaint,First-time,Makassar,A01,30.8,Resolved,5
102469,2026-04-03,App,Baggage Issue,Leisure,Jakarta,A15,26.2,Resolved,5
102470,2026-04-03,Web,Refund Request,Corporate,Medan,A02,49.3,Resolved,2
102471,2026-04-03,Email,Refund Request,Leisure,Surabaya,A09,36.4,Resolved,5
102472,2026-04-03,Email,Booking Change,Leisure,Surabaya,A10,2.5,Resolved,4
102473,2026-04-03,App,Flight Delay,First-time,Surabaya,A10,8.1,Resolved,5
102474,2026-04-03,WhatsApp,Refund Request,Business,Bali,A06,17.6,Resolved,3
102475,2026-04-03,Web,Cancellation,Business,Surabaya,A03,5.6,Resolved,4
102476,2026-04-03,Call Center,Booking Change,Business,Jakarta,A06,2.8,Resolved,4
102477,2026-04-03,Web,Complaint,Business,Bali,A03,25.5,Resolved,1
102478,2026-04-03,WhatsApp,Flight Delay,Leisure,Jakarta,A08,17.0,Open,
102479,2026-04-03,WhatsApp,Booking Change,First-time,Jakarta,A13,8.6,Resolved,5
102480,2026-04-03,App,Flight Delay,Business,Medan,A06,19.9,Resolved,1
102481,2026-04-03,WhatsApp,Loyalty/Account,Business,Makassar,A11,6.4,Resolved,3
102482,2026-04-03,WhatsApp,Complaint,First-time,Bali,A14,20.4,Resolved,5
102483,2026-04-03,Web,Booking Change,First-time,Bali,A03,7.6,Resolved,3
102484,2026-04-03,App,Booking Change,Business,Makassar,A11,12.2,Resolved,1
102485,2026-04-03,WhatsApp,Refund Request,Business,Bali,A11,39.7,Resolved,3
102486,2026-04-03,Call Center,Cancellation,Business,Surabaya,A07,6.0,Open,
102487,2026-04-03,Call Center,Booking Change,Corporate,Surabaya,A11,8.3,Resolved,3
102488,2026-04-03,App,Cancellation,Business,Jakarta,A09,11.2,Open,
102489,2026-04-03,App,Refund Request,First-time,Bali,A14,31.2,Resolved,2
102490,2026-04-03,Call Center,Loyalty/Account,Leisure,Makassar,A03,5.8,Open,
102491,2026-04-03,Web,Baggage Issue,Business,Medan,A07,13.5,Resolved,5
102492,2026-04-03,Email,Baggage Issue,First-time,Bali,A02,10.7,Resolved,5
102493,2026-04-03,Call Center,Flight Delay,Corporate,Bali,A10,14.7,Resolved,5
102494,2026-04-03,App,Booking Change,Corporate,Jakarta,A10,6.7,Resolved,3
102495,2026-04-03,WhatsApp,Refund Request,Corporate,Jakarta,A15,22.5,Resolved,1
102496,2026-04-03,Email,Baggage Issue,First-time,Makassar,A06,9.7,Resolved,5
102497,2026-04-03,Call Center,Complaint,Business,Jakarta,A03,18.8,Open,
102498,2026-04-03,Web,Baggage Issue,First-time,Jakarta,A12,19.7,Resolved,5
102499,2026-04-03,Web,Booking Change,Business,Makassar,A13,4.9,Resolved,5
102500,2026-04-04,WhatsApp,Baggage Issue,First-time,Jakarta,A09,2.7,Resolved,5
102501,2026-04-04,App,Flight Delay,First-time,Surabaya,A13,5.4,Resolved,5
102502,2026-04-04,Call Center,Baggage Issue,Leisure,Medan,A12,10.6,Resolved,5
102503,2026-04-04,Web,Baggage Issue,First-time,Bali,A14,14.8,Resolved,4
102504,2026-04-04,App,Loyalty/Account,Corporate,Surabaya,A10,3.2,Resolved,3
102505,2026-04-04,WhatsApp,Refund Request,Business,Jakarta,A11,27.5,Resolved,5
102506,2026-04-04,WhatsApp,Booking Change,Business,Jakarta,A02,2.9,Resolved,5
102507,2026-04-04,Call Center,Refund Request,First-time,Bali,A10,16.3,Resolved,5
102508,2026-04-04,WhatsApp,Booking Change,Business,Medan,A08,2.7,Resolved,5
102509,2026-04-04,Email,Baggage Issue,First-time,Medan,A05,9.3,Resolved,3
102510,2026-04-04,Call Center,Booking Change,Business,Medan,A07,4.6,Resolved,5
102511,2026-04-04,Email,Complaint,Leisure,Jakarta,A04,15.0,Resolved,5
102512,2026-04-04,Email,Cancellation,Corporate,Makassar,A10,14.9,Resolved,4
102513,2026-04-04,WhatsApp,Booking Change,Corporate,Surabaya,A12,4.5,Open,
102514,2026-04-04,Web,Refund Request,First-time,Jakarta,A06,37.2,Resolved,5
102515,2026-04-04,Email,Booking Change,First-time,Surabaya,A05,6.1,Resolved,5
102516,2026-04-04,Email,Flight Delay,Corporate,Makassar,A06,13.9,Resolved,5
102517,2026-04-04,Call Center,Flight Delay,Corporate,Bali,A14,20.8,Resolved,4
102518,2026-04-04,WhatsApp,Refund Request,Leisure,Bali,A02,14.2,Resolved,3
102519,2026-04-04,Call Center,Baggage Issue,Business,Bali,A10,13.1,Resolved,3
102520,2026-04-04,Web,Refund Request,Business,Surabaya,A01,32.6,Resolved,4
102521,2026-04-04,WhatsApp,Booking Change,First-time,Surabaya,A11,7.4,Resolved,4
102522,2026-04-04,Web,Loyalty/Account,Leisure,Surabaya,A02,1.9,Resolved,2
102523,2026-04-04,App,Cancellation,First-time,Surabaya,A12,13.7,Resolved,4
102524,2026-04-04,Call Center,Refund Request,Corporate,Surabaya,A11,51.1,Resolved,4
102525,2026-04-04,App,Refund Request,Business,Surabaya,A04,40.2,Resolved,1
102526,2026-04-04,WhatsApp,Refund Request,Leisure,Surabaya,A04,30.6,Resolved,2
102527,2026-04-04,Web,Booking Change,Corporate,Jakarta,A13,8.9,Resolved,1
102528,2026-04-04,Call Center,Complaint,First-time,Surabaya,A10,34.3,Resolved,2
102529,2026-04-04,Email,Flight Delay,Leisure,Makassar,A13,17.5,Resolved,5
102530,2026-04-04,Call Center,Cancellation,Corporate,Surabaya,A12,12.5,Resolved,5
102531,2026-04-04,WhatsApp,Booking Change,Business,Makassar,A06,7.6,Resolved,5
102532,2026-04-04,Web,Flight Delay,Business,Jakarta,A04,13.0,Resolved,5
102533,2026-04-04,App,Refund Request,Business,Jakarta,A05,31.5,Resolved,4
102534,2026-04-04,App,Cancellation,First-time,Makassar,A01,14.4,Resolved,1
102535,2026-04-04,WhatsApp,Loyalty/Account,Corporate,Surabaya,A14,3.5,Resolved,5
102536,2026-04-05,Call Center,Baggage Issue,First-time,Medan,A02,29.8,Resolved,5
102537,2026-04-05,App,Booking Change,Business,Bali,A03,6.6,Resolved,1
102538,2026-04-05,Email,Booking Change,Corporate,Medan,A06,10.2,Resolved,1
102539,2026-04-05,Web,Cancellation,Business,Surabaya,A03,7.7,Resolved,5
102540,2026-04-05,WhatsApp,Booking Change,Corporate,Medan,A02,5.8,Resolved,2
102541,2026-04-05,Call Center,Refund Request,Business,Surabaya,A07,25.6,Resolved,4
102542,2026-04-05,App,Flight Delay,First-time,Bali,A08,12.4,Resolved,5
102543,2026-04-05,Web,Flight Delay,Corporate,Bali,A15,12.0,Resolved,5
102544,2026-04-05,WhatsApp,Booking Change,Business,Surabaya,A09,4.5,Resolved,3
102545,2026-04-05,Call Center,Booking Change,Leisure,Surabaya,A12,9.7,Open,
102546,2026-04-05,WhatsApp,Flight Delay,First-time,Jakarta,A13,7.8,Resolved,2
102547,2026-04-05,Web,Cancellation,Leisure,Medan,A03,8.9,Open,
102548,2026-04-05,Call Center,Refund Request,First-time,Medan,A11,24.6,Resolved,5
102549,2026-04-05,Email,Cancellation,Leisure,Medan,A06,11.9,Resolved,1
102550,2026-04-05,App,Loyalty/Account,Business,Bali,A07,2.5,Resolved,5
102551,2026-04-05,Email,Flight Delay,First-time,Surabaya,A11,15.4,Resolved,5
102552,2026-04-05,Call Center,Refund Request,Leisure,Makassar,A07,41.4,Resolved,4
102553,2026-04-05,Email,Cancellation,Business,Surabaya,A04,6.9,Resolved,5
102554,2026-04-05,App,Booking Change,Business,Jakarta,A01,4.1,Resolved,5
102555,2026-04-05,WhatsApp,Flight Delay,Business,Bali,A07,14.8,Open,
102556,2026-04-05,App,Loyalty/Account,Leisure,Medan,A14,1.5,Resolved,5
102557,2026-04-05,Web,Booking Change,Business,Makassar,A06,11.1,Resolved,1
102558,2026-04-05,Email,Booking Change,Corporate,Jakarta,A02,9.9,Resolved,5
102559,2026-04-05,Web,Flight Delay,First-time,Bali,A04,9.2,Open,
102560,2026-04-05,App,Complaint,Business,Surabaya,A07,21.8,Resolved,4
102561,2026-04-05,Email,Cancellation,Corporate,Makassar,A14,18.5,Resolved,5
102562,2026-04-05,Call Center,Flight Delay,Business,Surabaya,A05,9.3,Resolved,2
102563,2026-04-05,WhatsApp,Complaint,Corporate,Makassar,A08,11.4,Resolved,5
102564,2026-04-05,Call Center,Booking Change,Business,Jakarta,A10,5.8,Resolved,3
102565,2026-04-05,Call Center,Cancellation,Leisure,Makassar,A04,11.0,Resolved,3
102566,2026-04-05,Web,Booking Change,First-time,Surabaya,A15,3.5,Resolved,5
102567,2026-04-05,Email,Refund Request,Business,Medan,A08,26.9,Resolved,4
102568,2026-04-05,Call Center,Booking Change,Leisure,Medan,A09,7.3,Resolved,2
102569,2026-04-05,Web,Booking Change,Corporate,Makassar,A03,5.0,Resolved,2
102570,2026-04-05,App,Loyalty/Account,First-time,Surabaya,A03,3.6,Resolved,5
102571,2026-04-05,Email,Baggage Issue,First-time,Surabaya,A04,6.8,Resolved,5
102572,2026-04-05,App,Complaint,Corporate,Surabaya,A07,27.5,Resolved,5
102573,2026-04-05,Call Center,Refund Request,Leisure,Makassar,A02,36.6,Resolved,4
102574,2026-04-05,WhatsApp,Complaint,Leisure,Bali,A09,38.5,Resolved,5
102575,2026-04-06,Web,Booking Change,Leisure,Surabaya,A02,7.4,Resolved,2
102576,2026-04-06,WhatsApp,Flight Delay,Leisure,Bali,A03,11.1,Resolved,4
102577,2026-04-06,App,Flight Delay,First-time,Bali,A02,12.2,Resolved,4
102578,2026-04-06,Web,Booking Change,Corporate,Bali,A14,4.8,Resolved,5
102579,2026-04-06,WhatsApp,Complaint,Business,Makassar,A15,33.5,Resolved,5
102580,2026-04-06,Email,Refund Request,Corporate,Medan,A05,24.7,Resolved,5
102581,2026-04-06,Email,Refund Request,Leisure,Makassar,A12,36.9,Resolved,3
102582,2026-04-06,Web,Cancellation,First-time,Surabaya,A02,12.4,Resolved,5
102583,2026-04-06,Web,Cancellation,Leisure,Bali,A10,9.9,Resolved,5
102584,2026-04-06,Email,Flight Delay,Leisure,Jakarta,A14,15.4,Resolved,5
102585,2026-04-06,WhatsApp,Cancellation,Corporate,Makassar,A02,7.2,Resolved,4
102586,2026-04-06,Email,Booking Change,Business,Medan,A07,3.7,Open,
102587,2026-04-06,App,Cancellation,Business,Jakarta,A01,8.5,Resolved,5
102588,2026-04-06,App,Flight Delay,Business,Jakarta,A06,14.6,Resolved,5
102589,2026-04-06,Web,Booking Change,Business,Makassar,A09,4.6,Resolved,5
102590,2026-04-06,WhatsApp,Flight Delay,Business,Makassar,A01,1.1,Open,
102591,2026-04-06,Email,Refund Request,First-time,Surabaya,A13,21.7,Resolved,3
102592,2026-04-06,WhatsApp,Loyalty/Account,Business,Makassar,A15,4.5,Resolved,2
102593,2026-04-06,Email,Loyalty/Account,Business,Medan,A15,4.0,Resolved,2
102594,2026-04-06,Email,Loyalty/Account,First-time,Surabaya,A08,2.1,Resolved,5
102595,2026-04-06,App,Refund Request,Leisure,Jakarta,A04,38.0,Resolved,1
102596,2026-04-06,WhatsApp,Cancellation,Business,Jakarta,A14,13.9,Resolved,1
102597,2026-04-06,WhatsApp,Refund Request,Business,Medan,A12,39.1,Resolved,1
102598,2026-04-06,Email,Cancellation,Leisure,Medan,A08,6.1,Resolved,4
102599,2026-04-06,Web,Flight Delay,Corporate,Makassar,A01,4.6,Resolved,4
102600,2026-04-06,WhatsApp,Complaint,Business,Jakarta,A03,7.2,Resolved,5
102601,2026-04-06,App,Flight Delay,First-time,Makassar,A06,16.9,Resolved,3
102602,2026-04-06,Email,Flight Delay,Corporate,Bali,A03,11.1,Resolved,5
102603,2026-04-06,Email,Cancellation,Business,Medan,A06,7.5,Resolved,3
102604,2026-04-06,App,Baggage Issue,Corporate,Makassar,A03,5.4,Resolved,5
102605,2026-04-06,Call Center,Baggage Issue,Business,Bali,A04,9.4,Resolved,5
102606,2026-04-06,WhatsApp,Flight Delay,Corporate,Surabaya,A14,7.7,Resolved,5
102607,2026-04-06,Email,Baggage Issue,Business,Makassar,A07,0.5,Resolved,5
102608,2026-04-06,WhatsApp,Baggage Issue,First-time,Jakarta,A01,4.8,Resolved,5
102609,2026-04-07,WhatsApp,Cancellation,First-time,Bali,A06,6.9,Resolved,5
102610,2026-04-07,WhatsApp,Loyalty/Account,Business,Makassar,A14,1.1,Resolved,5
102611,2026-04-07,Call Center,Refund Request,First-time,Makassar,A04,17.3,Resolved,5
102612,2026-04-07,Call Center,Refund Request,Leisure,Bali,A06,39.4,Open,
102613,2026-04-07,Call Center,Baggage Issue,First-time,Jakarta,A03,29.1,Open,
102614,2026-04-07,Email,Refund Request,First-time,Jakarta,A07,47.0,Resolved,2
102615,2026-04-07,WhatsApp,Booking Change,Business,Bali,A14,6.0,Resolved,5
102616,2026-04-07,Call Center,Complaint,Business,Jakarta,A08,35.6,Resolved,1
102617,2026-04-07,App,Flight Delay,First-time,Bali,A09,4.0,Resolved,5
102618,2026-04-07,App,Loyalty/Account,Corporate,Jakarta,A01,7.8,Resolved,1
102619,2026-04-07,WhatsApp,Cancellation,First-time,Jakarta,A15,13.7,Resolved,5
102620,2026-04-07,Call Center,Loyalty/Account,Corporate,Medan,A02,2.4,Resolved,4
102621,2026-04-07,Call Center,Booking Change,First-time,Makassar,A07,5.3,Resolved,2
102622,2026-04-07,Email,Loyalty/Account,Leisure,Makassar,A03,4.2,Resolved,4
102623,2026-04-07,Email,Booking Change,Leisure,Surabaya,A06,6.9,Resolved,1
102624,2026-04-07,WhatsApp,Refund Request,Corporate,Surabaya,A10,26.0,Resolved,5
102625,2026-04-07,WhatsApp,Refund Request,Corporate,Medan,A15,50.0,Resolved,4
102626,2026-04-07,App,Booking Change,Business,Surabaya,A06,4.1,Resolved,4
102627,2026-04-07,Call Center,Flight Delay,First-time,Surabaya,A15,9.3,Resolved,5
102628,2026-04-07,Web,Baggage Issue,Corporate,Surabaya,A15,20.0,Resolved,3
102629,2026-04-07,Email,Flight Delay,Leisure,Bali,A05,7.3,Resolved,4
102630,2026-04-07,Email,Refund Request,Business,Makassar,A06,31.5,Resolved,2
102631,2026-04-07,App,Complaint,Business,Bali,A08,36.3,Resolved,1
102632,2026-04-07,App,Booking Change,Business,Makassar,A01,0.5,Resolved,5
102633,2026-04-07,Email,Baggage Issue,Leisure,Jakarta,A04,27.1,Resolved,4
102634,2026-04-08,WhatsApp,Flight Delay,Corporate,Makassar,A12,8.8,Resolved,5
102635,2026-04-08,Call Center,Refund Request,Corporate,Makassar,A03,37.5,Resolved,1
102636,2026-04-08,Email,Booking Change,Corporate,Jakarta,A02,9.2,Resolved,4
102637,2026-04-08,App,Refund Request,Leisure,Medan,A01,28.0,Resolved,5
102638,2026-04-08,Email,Refund Request,Leisure,Bali,A08,33.4,Resolved,4
102639,2026-04-08,Web,Cancellation,Business,Bali,A05,5.5,Resolved,4
102640,2026-04-08,Call Center,Booking Change,First-time,Jakarta,A10,7.1,Resolved,2
102641,2026-04-08,Call Center,Baggage Issue,Business,Bali,A14,21.9,Resolved,4
102642,2026-04-08,App,Flight Delay,Business,Surabaya,A09,10.1,Resolved,5
102643,2026-04-08,WhatsApp,Complaint,Business,Surabaya,A15,19.1,Resolved,5
102644,2026-04-08,App,Flight Delay,Business,Makassar,A06,10.2,Resolved,5
102645,2026-04-08,WhatsApp,Flight Delay,Leisure,Bali,A07,14.9,Resolved,5
102646,2026-04-08,Web,Cancellation,First-time,Bali,A15,15.6,Resolved,5
102647,2026-04-08,WhatsApp,Complaint,Leisure,Jakarta,A10,29.9,Resolved,5
102648,2026-04-08,App,Refund Request,First-time,Medan,A12,21.5,Resolved,4
102649,2026-04-08,App,Loyalty/Account,First-time,Makassar,A05,4.5,Resolved,4
102650,2026-04-08,Call Center,Refund Request,First-time,Medan,A15,51.7,Resolved,2
102651,2026-04-08,App,Baggage Issue,Leisure,Jakarta,A01,9.0,Resolved,5
102652,2026-04-08,Web,Flight Delay,Business,Bali,A02,10.8,Resolved,4
102653,2026-04-08,Web,Flight Delay,Corporate,Bali,A11,10.9,Resolved,3
102654,2026-04-08,Call Center,Refund Request,First-time,Makassar,A08,39.3,Resolved,1
102655,2026-04-08,WhatsApp,Refund Request,First-time,Bali,A06,30.2,Resolved,5
102656,2026-04-08,App,Baggage Issue,Business,Surabaya,A08,14.3,Resolved,5
102657,2026-04-09,Call Center,Baggage Issue,Leisure,Surabaya,A09,8.0,Resolved,5
102658,2026-04-09,WhatsApp,Booking Change,Leisure,Bali,A09,5.1,Resolved,1
102659,2026-04-09,Web,Loyalty/Account,Leisure,Bali,A07,0.7,Resolved,5
102660,2026-04-09,Web,Flight Delay,Leisure,Surabaya,A11,12.2,Open,
102661,2026-04-09,WhatsApp,Flight Delay,Corporate,Medan,A02,13.0,Resolved,1
102662,2026-04-09,Call Center,Complaint,Leisure,Bali,A10,11.5,Open,
102663,2026-04-09,Email,Complaint,Business,Jakarta,A08,15.8,Resolved,3
102664,2026-04-09,Call Center,Loyalty/Account,Business,Surabaya,A02,3.3,Resolved,4
102665,2026-04-09,App,Cancellation,Leisure,Medan,A13,11.8,Resolved,5
102666,2026-04-09,WhatsApp,Cancellation,Leisure,Jakarta,A04,7.0,Resolved,5
102667,2026-04-09,Email,Refund Request,Business,Makassar,A05,46.0,Resolved,5
102668,2026-04-09,Call Center,Flight Delay,Leisure,Makassar,A14,19.2,Resolved,5
102669,2026-04-09,Call Center,Flight Delay,Leisure,Jakarta,A06,14.4,Resolved,4
102670,2026-04-09,Email,Flight Delay,Corporate,Makassar,A04,13.0,Resolved,5
102671,2026-04-09,Call Center,Loyalty/Account,Leisure,Surabaya,A09,3.7,Resolved,5
102672,2026-04-09,Call Center,Complaint,Leisure,Jakarta,A09,14.4,Resolved,3
102673,2026-04-09,Call Center,Cancellation,First-time,Jakarta,A11,14.2,Resolved,2
102674,2026-04-09,WhatsApp,Complaint,First-time,Surabaya,A08,21.1,Resolved,5
102675,2026-04-09,Email,Complaint,Leisure,Jakarta,A05,24.6,Resolved,3
102676,2026-04-09,Email,Complaint,Business,Medan,A03,48.0,Resolved,1
102677,2026-04-09,Email,Flight Delay,First-time,Medan,A01,10.0,Resolved,5
102678,2026-04-09,Email,Complaint,Corporate,Jakarta,A02,30.1,Open,
102679,2026-04-09,Web,Booking Change,First-time,Bali,A06,1.7,Resolved,5
102680,2026-04-09,App,Refund Request,Corporate,Jakarta,A04,25.1,Resolved,4
102681,2026-04-09,Call Center,Booking Change,Business,Jakarta,A03,4.4,Resolved,3
102682,2026-04-09,Call Center,Complaint,Corporate,Bali,A08,24.6,Resolved,3
102683,2026-04-09,App,Refund Request,Corporate,Surabaya,A10,11.8,Resolved,5
102684,2026-04-09,Web,Cancellation,Leisure,Makassar,A03,13.8,Resolved,1
102685,2026-04-09,Call Center,Refund Request,First-time,Bali,A13,35.7,Resolved,1
102686,2026-04-10,Email,Refund Request,First-time,Surabaya,A02,28.6,Resolved,2
102687,2026-04-10,WhatsApp,Booking Change,First-time,Makassar,A02,7.0,Resolved,2
102688,2026-04-10,Call Center,Cancellation,Leisure,Surabaya,A04,3.5,Resolved,4
102689,2026-04-10,WhatsApp,Loyalty/Account,First-time,Surabaya,A08,1.5,Resolved,5
102690,2026-04-10,Email,Refund Request,First-time,Bali,A08,37.0,Open,
102691,2026-04-10,WhatsApp,Refund Request,Business,Jakarta,A01,25.8,Resolved,5
102692,2026-04-10,Web,Complaint,First-time,Jakarta,A09,20.7,Resolved,5
102693,2026-04-10,Call Center,Refund Request,Business,Jakarta,A02,25.9,Resolved,2
102694,2026-04-10,Email,Baggage Issue,Corporate,Medan,A03,14.4,Open,
102695,2026-04-10,App,Cancellation,Leisure,Jakarta,A12,7.8,Resolved,5
102696,2026-04-10,Call Center,Baggage Issue,Business,Bali,A13,7.8,Resolved,5
102697,2026-04-10,Call Center,Booking Change,First-time,Makassar,A02,11.2,Resolved,4
102698,2026-04-10,WhatsApp,Loyalty/Account,Leisure,Makassar,A08,3.0,Resolved,5
102699,2026-04-10,Web,Refund Request,First-time,Surabaya,A03,4.0,Resolved,4
102700,2026-04-10,Web,Booking Change,Leisure,Bali,A03,11.3,Resolved,5
102701,2026-04-10,Web,Complaint,Leisure,Jakarta,A05,16.4,Resolved,5
102702,2026-04-10,Email,Flight Delay,Business,Makassar,A08,15.4,Resolved,5
102703,2026-04-10,App,Loyalty/Account,Business,Jakarta,A10,2.6,Resolved,3
102704,2026-04-10,Call Center,Cancellation,Leisure,Makassar,A04,16.1,Resolved,3
102705,2026-04-10,Email,Booking Change,Corporate,Medan,A10,5.7,Resolved,5
102706,2026-04-10,Email,Loyalty/Account,Leisure,Jakarta,A04,4.5,Resolved,5
102707,2026-04-10,Web,Cancellation,Leisure,Medan,A03,12.2,Resolved,4
102708,2026-04-10,Email,Cancellation,First-time,Jakarta,A08,11.5,Resolved,5
102709,2026-04-10,Call Center,Complaint,Corporate,Bali,A12,20.1,Resolved,4
102710,2026-04-10,App,Flight Delay,Leisure,Medan,A08,13.3,Resolved,5
102711,2026-04-10,Call Center,Booking Change,Business,Surabaya,A05,9.4,Resolved,4
102712,2026-04-10,Web,Booking Change,First-time,Jakarta,A06,1.7,Resolved,3
102713,2026-04-10,App,Refund Request,Leisure,Surabaya,A10,27.3,Resolved,2
102714,2026-04-10,App,Loyalty/Account,First-time,Makassar,A04,6.6,Resolved,4
102715,2026-04-10,Web,Baggage Issue,Corporate,Jakarta,A15,23.0,Resolved,3
102716,2026-04-10,Call Center,Refund Request,Leisure,Surabaya,A06,39.0,Resolved,5
102717,2026-04-10,App,Flight Delay,Leisure,Medan,A03,16.9,Resolved,1
102718,2026-04-10,Email,Flight Delay,Leisure,Surabaya,A09,15.9,Resolved,1
102719,2026-04-10,Email,Cancellation,First-time,Bali,A09,2.6,Resolved,5
102720,2026-04-10,App,Booking Change,First-time,Medan,A15,8.2,Open,
102721,2026-04-10,Call Center,Flight Delay,Corporate,Medan,A01,8.5,Resolved,5
102722,2026-04-10,App,Booking Change,Leisure,Makassar,A08,5.9,Resolved,2
102723,2026-04-10,App,Booking Change,First-time,Bali,A01,2.8,Resolved,3
102724,2026-04-10,WhatsApp,Cancellation,Business,Medan,A12,13.7,Resolved,1
102725,2026-04-11,WhatsApp,Refund Request,Business,Bali,A05,20.5,Resolved,5
102726,2026-04-11,WhatsApp,Booking Change,Business,Makassar,A07,5.9,Resolved,5
102727,2026-04-11,App,Booking Change,Leisure,Surabaya,A03,7.2,Resolved,2
102728,2026-04-11,App,Complaint,Corporate,Bali,A15,38.7,Resolved,5
102729,2026-04-11,WhatsApp,Booking Change,Leisure,Makassar,A07,6.0,Resolved,5
102730,2026-04-11,App,Refund Request,Leisure,Makassar,A01,40.0,Resolved,3
102731,2026-04-11,Call Center,Cancellation,Leisure,Jakarta,A02,9.8,Resolved,2
102732,2026-04-11,Web,Booking Change,Business,Surabaya,A11,6.1,Resolved,1
102733,2026-04-11,App,Cancellation,First-time,Makassar,A07,17.1,Resolved,3
102734,2026-04-11,Email,Complaint,Leisure,Makassar,A08,25.0,Resolved,5
102735,2026-04-11,WhatsApp,Booking Change,Leisure,Makassar,A09,5.7,Resolved,2
102736,2026-04-11,App,Cancellation,Business,Medan,A15,12.8,Resolved,1
102737,2026-04-11,Call Center,Refund Request,Corporate,Bali,A09,39.9,Resolved,5
102738,2026-04-11,App,Booking Change,Corporate,Jakarta,A06,8.4,Resolved,1
102739,2026-04-11,Email,Refund Request,First-time,Jakarta,A06,18.9,Resolved,5
102740,2026-04-11,Email,Loyalty/Account,Corporate,Medan,A08,5.5,Resolved,5
102741,2026-04-11,App,Booking Change,Business,Bali,A13,8.6,Resolved,2
102742,2026-04-11,WhatsApp,Booking Change,Business,Surabaya,A08,9.2,Resolved,1
102743,2026-04-11,Web,Loyalty/Account,Business,Medan,A01,2.1,Resolved,5
102744,2026-04-11,Web,Refund Request,Business,Medan,A13,27.3,Resolved,4
102745,2026-04-11,Web,Booking Change,Corporate,Surabaya,A06,6.4,Resolved,5
102746,2026-04-11,Call Center,Booking Change,Business,Makassar,A02,6.0,Resolved,3
102747,2026-04-11,Call Center,Loyalty/Account,Business,Bali,A10,6.4,Resolved,5
102748,2026-04-11,Web,Booking Change,First-time,Makassar,A04,6.4,Open,
102749,2026-04-11,App,Flight Delay,Leisure,Jakarta,A03,6.6,Resolved,5
102750,2026-04-11,Web,Cancellation,Business,Surabaya,A10,8.2,Resolved,2
102751,2026-04-11,Web,Flight Delay,Corporate,Jakarta,A01,9.9,Resolved,5
